art,EW 5876 G,EW 4541 G,EW 4471 G,EW 5411 G,EW 4481 G,EW 5592 G,EW 4686 G,EW 4116G,EW 4340G,FWHM 5876 G,FWHM 4541 G,FWHM 4471 G,FWHM 5411 G,FWHM 4481 G,FWHM 5592 G,FWHM 4552 G,FWHM 4267 G,FWHM 4116G,FWHM 4340G,EW 5876,EW 4541,EW 4471,EW 5411,EW 4481,EW 5592,EW 4686,EW 4116,EW 4340,EW 5876 INT,EW 4541 INT,EW 4471 INT,EW 5411 INT,EW 4481 INT,EW 5592 INT,EW 4686 INT,EW 4340 INT
O,1117.15,117.04,789.59,243.05,83.06,113.46,217,322.77,1340.72,2.91,1.82,2.23,2.68,2.07,1.84,1.55,0.59,1.51,3.49,1194.28,116.12,628.66,222.44,33.31,105.05,30.78,230.78,1580.65,1103.35,125.73,638.82,200.94,27.42,95.38,74.99,1754.12
O,1048.52,110.57,751.37,230.14,82.83,113.08,205.32,309.59,1382.13,2.77,1.74,2.14,2.56,2.06,1.76,1.55,0.59,1.46,3.58,1191.32,122.46,643.33,207.97,14.29,97.1,16.48,243.98,1584.57,1103.35,125.73,638.82,200.94,27.42,95.38,74.99,1754.12
O,1096.16,697.52,674.26,928.63,59.79,248.48,359.74,71.8,1787.49,2.63,2.68,1.95,3.28,1.9,3.05,1.2,0.24,1.18,4.13,1074.92,842.49,600.41,803.32,14.82,228.27,274.37,87.51,1911.97,1054,866.64,597.65,830.83,12.39,247.9,309.68,2045.69
O,1046.42,638.11,633.78,903.41,93.31,250,385.06,60.96,1819.18,2.46,2.39,1.76,3.1,1.82,3.01,1.71,0.08,0.99,4.02,1125.12,712.79,577.84,1009.13,33.82,240.4,373.49,59.61,1990.88,1097.98,723.18,591.88,1041.57,38.79,242.17,367.72,2172.33
O,685.2,340.36,609.52,430.53,79.26,131.26,511.49,159.1,2479.21,1.22,2.57,1.28,2.41,0.69,1.31,0.51,0.48,0.46,5.28,754.01,393.2,636.33,502.63,66.74,133.97,446.09,173.23,2671.5,748.11,371.79,661.78,495.56,74.05,139.26,482.07,2917.73
O,668.45,326.64,608.96,431.77,79.35,131.58,505.28,157.17,2511.41,1.2,2.48,1.28,2.41,0.69,1.3,0.51,0.48,0.45,5.34,755.27,389.09,618.92,481.56,66.33,130.09,442.62,186.57,2681.86,748.11,371.79,661.78,495.56,74.05,139.26,482.07,2917.73
O,1124.12,531.9,635.75,812.35,81.99,346.4,541.31,163.59,1787.68,2.49,2.36,1.79,2.92,1.85,2.46,1.51,0.07,1.3,3.91,1154.57,568.87,581.84,920.22,82.29,336.61,360.62,17.19,1917.54,1203.33,667.22,606.22,877.78,60.5,338.14,398.06,2107.22
O,1047.04,534.76,612.22,792.03,89.52,328.76,492.06,128.86,1776.32,2.37,2.35,1.71,2.9,1.79,2.33,1.5,0,1.09,3.92,1156.42,583.14,597.05,849.96,55.43,320.89,306.64,107.86,1973.72,1128.58,508.02,570.04,882.98,71.44,316.05,388.01,2029.49
O,928.47,484.37,601.87,607.16,71.52,248.67,592.06,138.86,1856.38,2.02,2.48,1.59,2.55,1.41,2.03,1.05,0.32,0.9,4.12,947.41,616.21,607.95,593.28,47.25,251.77,648.49,170.56,2108.6,981.43,700.71,647.79,636.27,48.27,242.06,613.5,2178.6
O,1119.96,317.23,819.05,461.8,65.42,324.29,62.79,433.98,1103.58,3.2,2.69,2.45,3.24,2.64,1.57,1.71,0.29,1.95,3.06,1063.75,324.42,616.15,417.28,6.03,319.66,36.6,324.03,1243.63,1124.21,310.03,595.97,396.62,51.1,304.58,45.76,1386.84
O,1048.8,240.33,772.66,458.22,105.69,333.89,72.62,395.79,1166.79,2.96,2.15,2.28,3.12,2.65,1.58,2.13,0.16,1.84,3.1,1143.11,231.87,666.4,503.39,98.8,293.76,89.53,302.92,1378.19,1114.73,222.25,662.44,502.9,57.4,341.09,73.38,1478.02
O,739.64,676.64,384.08,0,0,229.85,777.51,41.4,1927.25,1.91,2.66,1.39,1.53,1.43,2.52,0,0,0.87,4.33,825.41,761.61,348.39,413.33,0,177.25,948.88,7.26,2032.68,802.92,725.89,367.28,0,13.48,204.11,804.98,1949.28
O,1065.86,224.72,826.93,264.8,105.03,155.55,393.72,938.34,1848.04,3.16,2.92,2.76,2.99,2.42,2.24,1.95,1.66,8.97,4.67,1151.05,325.62,736.35,212.19,78.19,164.31,302.34,1842.43,2033.21,1134.69,267.61,804.54,235.48,71.1,154.21,312.52,2246.14
O,994.87,568.58,686.71,722.81,77.8,251.07,621.53,101.7,2046.47,3.82,3.75,3.07,4.08,2.8,2.99,2.28,0,1.87,5.2,919.26,690.37,597.57,668.32,22.41,270.68,688.01,32.87,1961.08,884.15,647.11,613.4,665.71,61.43,218.84,588.7,2050.74
O,1353.67,167.75,918.14,422.9,80.87,211.09,413.58,512.82,2215.01,5.83,3.42,4.38,5.57,4.4,3.72,2.65,0,7.19,6.18,1202.14,163.59,478.28,286.63,89.88,153.47,279.25,258.23,2006.89,1128.9,166.5,534.39,339.91,16.83,180.56,279.83,2143.99
O,1201.55,152.21,834.39,391.46,79.9,207.81,376.47,420.82,2194.15,5.36,3.18,4.08,5.26,4.36,3.47,2.63,0,6.31,6.13,1230.67,143.6,489.94,267.53,98.79,155.28,268.03,178.95,2018.16,1128.9,157.56,534.39,339.91,16.83,180.56,279.83,2143.99
O,683.89,669.11,382.5,844.47,60.72,211.6,803.81,0,2020.23,2.29,3.07,1.84,3.34,1.76,2.83,1.47,0,0,4.84,457.83,786.47,406.85,918.87,50.97,202.17,912.92,0,2305.15,632.58,782.81,402.92,830.48,43.68,204.87,916.76,2278.69
O,668.24,593.82,379.66,870.57,73.52,208.12,778.88,0,2080.04,2.12,2.79,1.74,3.35,1.7,2.68,1.64,0.07,0,4.77,671.65,683.35,350.14,935.74,29.06,236.39,959.34,0,2319.72,694.34,645.12,348.46,1022.12,62.93,208.12,924.15,2480.05
O,596,276.64,643.61,298.89,88.24,60.18,390.58,118.35,2595.03,0.94,3.38,1.27,2.74,0.25,1.16,0.31,0.35,0.19,5.91,658.73,192.58,731.54,340.7,90.39,82.12,319.56,126.43,2874.54,671.3,249.99,826.69,320.14,84.36,61.18,330.21,3008.45
O,585.34,255.6,649.08,296.19,88.26,60.19,387.11,117.58,2647.87,0.92,3.18,1.28,2.71,0.25,1.15,0.31,0.35,0.18,6.02,675.05,208.53,722.22,318.3,91.11,81.46,324.97,128.29,2896.77,671.3,249.99,826.69,320.14,84.36,61.18,330.21,3008.45
O,887.44,594.89,488.73,786.58,62.89,267.6,617.73,47.91,1965.94,3.47,3.3,2.66,3.81,2.72,3.09,2.21,0,1.41,4.97,985.12,677.86,473.52,654.16,15.33,268.21,748.56,13.84,2076.68,943.21,715.75,405.09,686.24,43.78,240.51,706.15,2115.15
O,808.91,583.36,458.02,799.72,55.35,238.91,338.39,1.15,1825.3,2.45,2.69,1.95,3.27,2,2.75,1.26,0.16,0.1,4.32,866.52,663.47,414.13,784.35,10.34,218.17,317.75,17.61,1980.63,889.26,723.35,395.97,785.21,25.37,242.91,291.19,2159.17
O,763.48,504.59,401.44,822.88,77.5,259.29,281.42,0,1817.83,2.34,2.4,1.75,3.22,2,2.37,1.61,0,0.41,4.24,872.53,523.23,331.86,889.04,43.49,267.79,312.39,29.66,2080.77,891.92,529.63,341.16,944.57,38.11,246.55,341.73,2278.93
O,926.59,299.95,829.82,329.88,80.4,110.18,463.04,195.09,2195.7,2.82,3.71,2.66,3.42,2.16,2.29,1.56,1.31,1.58,5.24,635.38,309.39,755.39,327.45,42.36,89.06,296.96,244.19,2440.95,903.23,237.54,695.96,286.97,31.29,91.84,290.05,2625.65
O,829.62,184.55,779.25,319.13,105.45,114.05,452.93,195.3,2328.09,2.64,2.62,2.49,3.31,2.26,2.21,1.81,1.04,1.61,5.45,894.46,119.81,689.15,317.35,78.95,91.28,336.7,219.82,2361.99,826.88,177.97,742.07,344.45,83.03,134.67,381.28,2726.57
O,1152.38,807.9,621.58,1048.53,45.07,266.16,0,0,1709.19,5.89,4.59,4.7,5.36,4.72,0,1.97,0,0,5.08,695.76,808.3,118.15,901.97,95.55,185.42,0,0,1677.32,566.5,755.06,232.29,815.04,1.71,204.56,0,1616.24
O,994.93,744.66,528.74,979.78,0,253.01,0,0,1683.4,5.34,4.38,4.27,5.06,4.64,0,0,0,0,4.93,838.34,503.12,226.84,877.25,0,182.14,0,0,1723.04,841.08,632.79,306.69,900.65,4.76,212.81,0,1745.08
O,510.3,630.07,226.29,830.93,36.68,150.23,90.6,0,1687.74,2.44,2.79,1.99,3.45,2.04,2.82,1.57,0,0,4.19,451.24,692.75,140.36,775.92,13.38,129.96,80.44,0,1844.11,469.68,708.36,152.72,756.7,2.62,120.14,67.03,1893.8
O,1081.9,584.24,667.92,953.68,71.34,290.32,477.05,48.74,1674.88,4.16,3.56,3.23,4.46,3.61,3,2.52,0,1.79,4.5,981.57,636.65,313.39,925.53,13.62,229.01,406.94,4.87,1655.15,748.56,513.18,384.35,819.04,21.13,257.79,419.74,1538.22
O,909.43,514.61,572.54,840.36,70.04,285.39,417.95,43.7,1578.45,3.65,3.2,2.88,4.03,3.57,2.7,2.48,0,1.64,4.28,984,590.73,333.67,915.42,3.67,224.64,417.27,0.64,1650.2,748.56,480.27,398.83,836.17,17.02,222.9,431.39,1558.95
O,1568.71,658.59,862.81,864.41,0,382.08,386.41,165.29,1970.38,8.6,6.65,6.47,7.22,6.71,3.94,0.17,0,4.65,6.69,1284.15,743.44,341.59,653.13,4.39,266.93,535.55,40.05,1819.24,1046.38,647.35,500.37,660.15,0,242.2,400.84,1757.73
O,834.74,486.43,499.63,734.24,50.96,235.86,554.19,27.74,2130.58,2.29,2.22,1.8,3.01,1.86,2.74,0.98,0,0.69,4.59,881.3,489.68,349.95,784.51,25.39,169.61,438.9,31.24,2412.1,837.42,459.57,389.99,754.77,38.22,173.86,443.91,2160.27
O,1038.33,151.05,730.87,252.66,74.08,267.26,0,486.81,1127.07,3.17,1.81,2.3,2.38,2.14,0,1.36,0.86,1.85,3.46,1123.79,231.73,563.75,176.53,28.98,269.63,0,484.37,1356.29,1075.03,84.42,581.25,228.14,14.13,230.44,64.3,1735.18
O,770.99,643.09,324.79,874.24,0,265.94,537.29,0,1953.06,2.51,2.71,1.75,3.3,2.06,3.05,0,0.2,0,4.54,862.6,781.94,188.04,796.01,0,235.18,961.74,0,2123.43,801.92,725.84,257.51,787.48,12.5,275.71,671.82,2092.19
O,691.89,705.33,399.61,945.68,63.15,228.45,889.53,36.24,2137,1.85,2.78,1.45,3.29,1.56,2.48,1.35,0,0.93,4.67,733.12,758.39,364.31,1055.92,6.14,231.61,1020.73,18.87,2404.3,689.39,739.29,341.31,1164.69,27.54,227.77,1117.29,2378.73
O,663.11,686.44,386.08,942.89,63.08,228.88,864.13,35.07,2111.38,1.79,2.72,1.41,3.28,1.56,2.42,1.35,0,0.91,4.62,732.13,740.8,350.29,1059.67,7.69,225.15,1006.39,14.94,2380.97,689.39,739.29,341.31,1164.69,27.54,227.77,1096.06,2378.73
O,1191.75,324.39,819.28,478.11,111.86,375.37,104.33,519.15,1195.84,3.35,2.55,2.4,2.91,2.43,1.17,1.87,0.45,1.85,3.32,1264.36,377.31,631.93,431.89,61.09,352.14,61.29,446.76,1264.15,1258.56,356.27,624.69,433.63,53.71,349.83,63.2,1219.27
O,972.52,214.37,995.42,294.56,35.93,29.62,365.25,610.36,2685.4,5.55,4.22,4.49,4.92,1.65,3.38,1.41,0,7.19,7.17,878.1,312.96,788.59,211.12,3.4,30.06,203.79,933.57,2391.53,829.73,205.64,803.07,233.44,11.35,12.33,280.63,2297.12
O,389.33,740.63,169.01,867.88,0,97.09,0,0,1506.85,2.91,3.3,2.15,4.39,2.93,0,0,0,0,4.43,275.38,569.37,167.06,801.4,0,77.16,0,0,1516.63,245.71,589.75,76.42,843.74,0,66.42,0,1424.63
O,350.79,670.19,154.8,803.43,0,96.75,0,0,1371.65,2.69,3.05,2.01,4.12,2.92,0,0,0,0,4.11,286.46,580.88,163.46,825.22,0,82.91,0,0,1503,245.71,589.75,76.42,843.74,0,66.42,0,1424.63
O,859.85,760.91,88.91,1207.81,0,259.95,960.33,0,2355.87,7.06,4.73,1.53,6.91,4.77,5.32,0,0,0,6.54,702.2,686.73,66.63,1269.44,0,97.32,717.47,0,2026.78,683.33,456.41,0,912.45,0,161.55,707.97,1630.77
O,1057.16,677.5,752.36,900.49,66.78,267.61,879.5,84.8,2329.33,4.72,4.56,3.87,5.14,3.91,3.9,2.54,0,2.87,6.04,824.86,672.37,489.83,812.61,30.15,280.42,878.14,121.01,2208.55,949.07,667.25,517.78,831.74,23.38,223.82,870.61,2298.71
O,964.86,638.39,697.26,853.05,66.25,264.27,827.33,77.69,2256.97,4.42,4.35,3.66,4.93,3.88,3.72,2.52,0,2.7,5.89,833.93,682.14,539.09,842.66,25.65,253.8,876.33,112.27,2189.4,949.07,667.25,517.78,831.74,23.38,223.82,870.61,2298.71
O,1924,869.78,1107.91,1209.17,0,323.93,564.53,0,2312.42,10.46,7.89,7.69,8.87,6.86,5.43,0,0,0,7.59,922.91,819.52,37.54,839.86,0,273.53,108.56,0,1823.94,1118.53,646.61,468.11,739.29,0,255.22,255.24,1745.91
O,1389.31,620.29,804.8,998.29,0,313.39,438.05,0,2185.54,8.67,6.4,6.34,7.81,6.78,4.69,0,0,0,7.23,1053.47,552.95,370,760.22,0,259.7,183.56,0,1992.19,1072.8,545.98,459.27,822.27,0,286.71,447.24,2031.99
O,402,695.32,118.38,968.68,39.17,132.7,701.54,0,1892.71,2.18,2.8,1.54,3.26,2.07,2.85,1.26,0,0,4.25,404.28,685.61,71.14,1009.07,11.83,128.95,802,0,1973.35,428.53,632.69,85.93,1041.9,35.2,129.85,768.12,2041.69
O,382.38,666.18,113.67,951.21,38.99,132.56,674.28,0,1851.84,2.09,2.71,1.49,3.22,2.06,2.76,1.25,0,0,4.18,422.38,688.45,79.35,1019.03,1.1,138.63,784.93,0,2000.03,428.53,632.69,85.93,1041.9,35.2,129.51,768.12,2041.69
O,709.74,712.26,367.29,883.65,51.63,213.9,818.32,28.29,1967.25,2.03,2.75,1.4,2.96,1.39,2.57,0.92,0,0.66,4.75,770.62,852.31,313.88,887.26,0.5,216.81,986.6,28.87,2194.78,722.92,884.53,342.79,858.9,37.04,180.5,793.98,2003.31
O,951.57,500.43,582.08,763.19,47.34,252.79,652.53,134.01,1850.24,2.05,2.03,1.55,2.71,1.43,2.25,0.76,0,0.97,4.09,1027.15,552.6,610.48,777.71,43.64,267.46,797.87,42.8,2178.04,1003.27,615.06,625.35,810.93,40.46,247.88,676.77,2263.63
O,1103.75,184.41,754.19,253.5,67.53,182.52,214.26,332.3,1318.87,3.24,2.36,2.53,2.71,2.22,2.01,1.59,1.65,1.78,3.76,1198.08,254.21,592.2,188.98,16.7,164.17,98.2,289.12,1429.32,1170,211.74,553.09,202.83,24.07,162.85,155.36,1572.3
O,1378.86,823.29,784.65,996.83,0,222.99,608.36,93.4,2076,7.8,6.92,5.78,7.08,5.67,4.56,0,0,2.7,6.63,846.43,943.99,324.36,751.81,0,196.06,670.96,11.53,1769.57,970.45,875.02,453.92,689.57,0,180.57,566.73,1751.23
O,1500.87,824.63,715.09,1316.59,79.48,311.41,483.9,0,2075.18,7.89,6.14,5.56,7.36,5.83,3.52,3.31,0,0,6.3,1105.85,667.59,269.56,1058.57,82.13,290.25,389.37,0,1943.35,1178.44,651.95,377.89,1072.72,64.34,271.56,399.12,1986.84
O,1206.35,691.62,588.17,1109.17,77.81,297.77,425.52,0,1926.98,6.78,5.41,4.85,6.51,5.61,3.2,3.27,0,0,5.95,1149,675.57,310.44,1080.37,74.61,288.35,384.09,0,1938.31,1169.44,673.31,382.73,1058.24,69.16,266.19,404.75,1986.14
O,811.12,204.4,859.83,260.31,105.08,81.15,375.65,196.87,2138.72,2.4,3.19,2.6,3.29,1.83,1.84,1.58,1.25,1.37,5.32,836.62,267.2,816.37,273.03,66.18,43.9,285.42,129.73,2194.98,810.84,213.99,804.49,217.29,32.3,66.65,301.23,2440.16
O,1353.9,693.36,782.95,946.97,46.73,406.15,506.12,216.57,1881.69,6.72,5.92,5.29,6.42,5.65,3.94,2.13,0,4.52,5.91,745.65,765.41,544.58,641.53,26.38,408.8,685.96,221.04,1775.39,1072.62,687.76,467.16,749.24,18.33,344.45,506.07,1862.29
O,1099.49,488.26,843.47,639.03,82.72,192.64,663.18,442.13,2248.56,4.95,4.49,3.92,4.94,3.66,3.58,2.93,0,8.57,6.08,967.9,660.72,675.17,553.1,41.6,166.87,630.32,280.52,2055.16,940.73,670.15,657.06,493.64,45.79,194.74,607.17,2184.03
O,1585.28,379.55,1226.98,484.34,0,0,516.44,205.72,2530.24,11.01,7.42,7.64,8.3,0.19,6.49,0.14,0,4.21,9.17,952.9,479.96,351.97,379.27,18.22,2.57,586.4,229.31,1482,1073.83,363.82,724.91,330.65,0,0,250.37,1712.3
O,680.25,564.87,387.69,723.27,45.4,240.24,244.1,0,1857.51,2.97,3.05,2.29,3.46,2.5,2.54,1.55,0,0,5,609.32,610.28,379.01,686.56,19.76,225.97,293.49,0,2072.7,675.93,619.67,300.3,668.87,14.68,213.66,251.48,2233.4
O,1397.72,437.68,896.21,591.47,54.73,228.54,462.9,561.81,1809.19,4.75,4.1,3.59,4.7,3.49,2.98,2.01,0,7.08,4.88,1410.57,548.33,588.23,523.06,5.17,172.7,346.49,793.92,1747.05,1293.79,449.23,649.83,507.45,15.18,186.78,360.15,1745.81
O,368.34,724.23,125.11,974.44,32.04,94.84,748.73,0,1852.11,2.39,3.22,1.69,3.64,1.89,3,1.37,0,0,4.49,313.69,779.84,110.34,1024.7,19.2,88.85,804.36,0,1999.86,309.58,798.7,100.05,885.09,15.08,73.02,951.05,1975.11
O,325.2,635.36,95.82,1028.16,83.35,111.66,752.77,0,1864.02,2.04,2.84,1.44,3.71,1.91,2.95,2.55,0,0,4.46,348.61,668.54,72.29,1156.8,73.99,85.2,953.67,0,2081.8,355.87,671.89,73.78,1132.11,75.44,118.69,916.79,2278.75
O,1299.99,492.14,816.23,671.38,49.14,266.78,232.04,229.78,1579.73,3.82,3.38,2.97,3.64,3.1,2.11,1.82,0.06,2.21,4.24,1280.14,598.38,510.48,658.53,71.94,221.13,297.51,151.66,1715.38,1297.09,561,492.64,622.51,0,229.96,262.9,1781.9
O,965.38,509.27,990.54,632.68,115.72,107.09,781.93,189.42,2443.65,3.35,4.39,3.14,4.33,2.86,3.06,2.33,0,2.16,5.75,926.75,474.27,834.99,694.02,45.83,100.94,413.14,336.03,2336.92,908.83,514.16,859.67,707.88,94.39,91.8,458.93,2668.74
O,814.79,400.76,837.59,576.5,108.23,85.7,727.78,144.53,2310.75,3,3.58,2.76,3.98,2.44,2.85,2.28,0,1.77,5.51,907.55,416.12,772.59,654.04,76.53,66.7,391.31,332.36,2277.11,707.41,490.49,805.38,608.75,110.16,60.94,546.12,2342.17
O,852.32,244.26,695.01,362.66,96.19,161.47,475.88,185,2111.65,2.01,2.25,1.86,2.61,1.36,1.77,1.19,0.9,0.9,4.88,888.94,281.04,653.24,387.13,82.93,179.53,489.27,130.19,2413.15,874.88,267.13,644.8,386.87,79.01,171.38,458.37,2726.53
O,832.71,236.25,685.68,357.84,96.23,161.56,465.54,182.07,2140.38,1.97,2.19,1.84,2.58,1.36,1.73,1.19,0.9,0.89,4.94,886.8,277.21,648.95,393.94,79.97,178.56,492.47,143.29,2434.76,874.88,267.13,644.8,386.87,79.01,171.38,458.37,2726.53
O,1390.65,940.03,512.13,1590.56,1.05,231.19,950.33,0,2677.74,11.26,8.56,7.56,11.51,7.56,6.67,0.06,0,0,8.85,852.99,712.04,29.13,863.04,9.42,94.03,842.06,0,2079.2,753.31,626.13,188.89,993.48,0,86.97,809.25,2073.81
O,1209.94,843.74,448.28,1425.67,1.03,221.71,873.5,0,2534.45,10.33,7.99,6.98,10.75,7.38,6.3,0.06,0,0,8.53,906.45,744.48,67.51,920.73,7.41,115.24,865.61,0,2102.48,777.54,626.13,188.78,993.48,0,112.51,809.25,1889.26
O,788.65,482.37,656.31,592.45,76.5,192.62,550.57,50.16,2206.26,2.77,3.08,2.65,3.33,2.07,2.55,1.88,0.69,1.07,5.4,846.25,527.6,574.29,565.47,15.31,210.38,603.19,27.59,2183.54,695.15,564.05,649.11,587.22,49.65,165.25,535.06,2292.9
O,769.37,592.71,541.09,721.45,43.68,273.34,691.42,100.32,2086.35,2.07,2.95,1.83,2.98,1.85,2.34,0.8,0.65,1.07,4.82,830.29,790.63,463.49,730.29,31.77,283.29,849.36,39.32,2287.19,807.37,664.34,464.82,748.8,14.37,269.06,758.08,2394.6
O,1077.61,293.45,752.88,412.73,39.9,265.9,178.68,286.48,1309.26,3.46,3.31,2.8,3.66,3.07,1.96,1.12,0.76,2.05,3.86,1066.88,377.19,757.61,380.33,27.21,274.19,128.95,260.12,1468.21,1066.24,308.89,754.21,332.5,13.3,252.67,140.82,1667.64
O,1006.02,610.05,549.2,844.06,29.72,303.88,192.84,0,1745.45,5.12,4.17,3.89,4.86,4.05,2.14,1.64,0,0,5.12,965.34,638.48,331.28,731.24,8.41,201.61,196.15,0,1667.41,888.29,614.94,418.95,712.68,2.96,261.43,190.17,1618.26
O,939.67,500.51,776.8,854.72,63.45,206.84,763.35,0,2683.43,5.29,4.21,4.18,5.93,4.01,4.17,2.07,0,0,6.97,754.7,422.45,477.64,744.69,40.61,127.01,757.28,0,2102.29,785.02,448.83,570.39,613.77,8.23,188.64,655.16,2542.18
O,835.79,448.81,701.99,775.42,62.69,203.4,696.38,0,2598.66,4.86,3.89,3.89,5.53,3.97,3.9,2.06,0,0,6.79,768.28,408.94,498.8,749.21,50.26,157.15,737.22,0,2138.15,755.76,453.19,570.39,613.77,8.23,188.64,637.59,2568.61
O,819.32,833,443.67,1056.89,45.84,193.37,845.62,2.64,2018.21,2.02,2.77,1.44,3.22,1.52,2.73,0.83,0.16,0.05,4.3,830.87,755.36,367.87,1046.71,27.1,170.04,780.14,2.27,2556.96,735.6,840.53,365.61,1093.13,25.48,136.03,822.56,2295.49
O,766.45,531.11,505.5,690.57,52.34,225.12,640.5,49.48,2125.48,1.83,2.49,1.56,2.74,1.34,2.18,0.98,0,0.68,4.76,791.16,583.52,443.51,744.42,7.83,216.14,793.77,11.29,2202.91,776.94,621.51,446,763.22,29.14,217.52,831.87,2437.19
O,736.16,512.39,492.19,686.37,52.24,225.79,623.09,48.15,2129.17,1.78,2.42,1.52,2.73,1.34,2.13,0.98,0,0.67,4.76,794.16,580.21,438.65,742.09,10.89,226.45,791.42,0.5,2203.5,776.94,621.51,446,763.22,29.14,217.52,831.87,2437.19
O,931.94,144.89,803.02,263.16,43.52,187.03,0,507.92,1018.09,3.51,1.72,2.14,2.46,1.79,0,0.79,0,1.42,3.36,956.61,118.81,567.43,254.33,2.82,147.28,0,451.12,1035.34,973.89,95.97,576.75,221.36,0,159.74,0,941.28
O,945.94,239.15,674.44,377.41,111.37,179.79,504.63,236.11,1832.33,1.94,2.16,1.63,2.56,1.39,1.71,1.16,0.83,0.91,4.1,1010.54,279.07,616.23,464.39,91.54,179.71,522.45,246.38,2199.81,1001.11,254.2,574.33,450.98,95.5,185.32,475.59,2618.19
O,887.43,221.2,649.89,375.81,112.73,180.69,480.43,227.37,1898.01,1.85,2.03,1.58,2.54,1.39,1.64,1.17,0.83,0.88,4.24,1017.3,252.57,615.7,472.43,87.89,208.34,519.18,239.51,2220.75,1001.11,254.2,574.33,450.98,95.5,185.32,475.59,2618.19
O,1157.51,303.28,1058.83,441.44,114.58,130.27,442.14,646.78,2317.88,5.06,4.19,4.23,5.09,4.1,3.62,2.81,1,8.89,6.18,1073.65,395.65,738.31,349.27,16.34,68.06,330.86,97.25,1838.15,1019.92,307.99,673.97,322.44,29.21,83.29,218.86,2048.46
O,770.18,338.28,743.17,349.6,76.56,123.64,433.62,163.98,2211.25,1.95,3.02,2.11,2.61,1.3,1.59,1.18,0.92,0.95,5.09,884.28,420.6,774.22,342.43,68.8,113.42,438.54,36.57,2283.82,890.44,382.35,872.98,327.25,68.74,112.8,408.45,2402.79
O,833.27,494.9,578.21,613.45,65.5,252.25,585.44,82.84,1970.72,1.9,2.56,1.65,2.65,1.54,2.22,0.89,0.6,0.8,4.43,884.2,648.15,580.69,641.6,67.72,275.1,710.86,19.81,2274.33,898.1,669.12,561.46,635.34,59.53,250.41,657.83,2561.39
O,1121.62,477.81,753.97,657.21,38.05,326.56,68.11,241.7,1328.83,3.99,3.77,3.19,4.24,3.63,1.56,1.78,0,2.51,4.01,1097.75,529.4,450.96,528.65,71.5,316.99,199.26,172.36,1498.09,1042.84,486.67,531.04,534.24,0,272.59,50.06,1578.67
O,258.33,712.45,0,989.69,0,62.4,772.97,0,1882.77,2.16,2.92,1.5,3.36,1.6,3.02,0,0,0,4.41,274.89,722.17,47.32,1028.78,0,49.41,906.78,0,2015.06,155.57,789.42,83.33,934.96,3.01,46.84,768.69,2014.79
O,1641.5,333.85,1192.59,674.69,109.23,118.5,476.48,375.02,2272.44,8.03,5.6,6.28,7.41,4.37,4.87,4.53,0,5.73,7.37,1212.67,344.72,518.63,463.57,161.67,81.03,243.18,264.39,1840.81,1141.45,258.71,658.03,464.15,0,74.56,303.27,1833.22
O,1391.51,295.17,1040.25,577.23,106.58,115.14,419.95,335.67,2192.86,7.2,5.13,5.72,6.67,4.3,4.46,4.48,0,5.26,7.17,1264.48,332.89,589.38,481.61,154.31,86.45,284.57,271.55,1866.43,1146.3,258.71,700.23,464.15,0,74.56,303.27,1833.22
O,702.2,632.23,455.64,776.99,54.82,168.04,743.88,34.32,2055.52,1.91,2.87,1.67,3.06,1.39,2.57,1.13,0,0.75,4.78,787.49,751.1,505.72,813.44,36.83,133.3,931.57,44,2168.02,781.79,956.92,539.99,810.49,38.37,143.02,967.16,2254.3
O,0,541.56,757.79,754.37,63.76,332.61,0,143.39,1436.25,3.6,2.44,2.28,3.06,2.19,0,1.53,0,1.4,3.9,1153.97,622.45,570.41,808.07,16.66,318.58,0,111.78,1572.55,0,0,213.46,0.47,6.54,1.3,0,0
O,1002.84,505.22,679.6,788.03,98.1,337.17,0,109.15,1365.64,3.09,2.3,2.03,3.19,2.26,0,2.07,0,1.26,3.67,1099.18,504.86,626.8,879.5,84.76,329.8,0,85.76,1442.95,1187.99,484.45,577.28,881.72,76.82,348.55,0,1500.49
O,1261.69,642.91,795.73,852.39,37.63,296.87,342.74,138.35,1804.82,5.88,5.19,4.59,5.63,4.76,2.95,1.67,0,3.19,5.49,795.78,673.24,394.08,667.68,42.46,192.93,458.02,27.48,1709.99,1082.82,638.1,466.19,630.82,2.74,205.02,405.18,1657.15
O,1011.22,190.99,746.21,367.17,127.65,167.8,442.88,216.32,1769.17,2.66,2.25,2.26,3.16,2.08,2.05,2,0.94,1.36,4.29,1039.71,248.96,650,413.32,151.7,160.57,391.61,88.84,2069.16,997.64,184.06,673.09,435.24,110.82,147.72,390.19,2564.41
O,977.05,184.16,726.94,366.69,128.09,167.41,429.97,210.94,1794.46,2.59,2.19,2.21,3.16,2.08,2.01,2,0.94,1.34,4.35,1018.58,252.59,654.27,402.27,134.58,167.57,395.9,79.43,2084.01,997.64,184.06,673.09,435.24,110.82,147.72,390.19,2564.41
O,2576.41,539.17,1418.33,1029.92,32.45,118.75,411.27,226.14,2656.49,15.01,11.31,10.45,12.86,5.68,6.77,1.72,0,4.93,10.45,1034.34,421.51,136.1,422.43,22.21,37.96,266.45,273.25,1444.92,873.06,161.5,497.02,557.71,0,60.49,223.86,1659.01
