art,EW 5876 G,EW 4541 G,EW 4471 G,EW 5411 G,EW 4481 G,EW 5592 G,EW 4686 G,EW 4116G,EW 4340G,FWHM 5876 G,FWHM 4541 G,FWHM 4471 G,FWHM 5411 G,FWHM 4481 G,FWHM 5592 G,FWHM 4552 G,FWHM 4267 G,FWHM 4116G,FWHM 4340G,EW 5876,EW 4541,EW 4471,EW 5411,EW 4481,EW 5592,EW 4686,EW 4116,EW 4340,EW 5876 INT,EW 4541 INT,EW 4471 INT,EW 5411 INT,EW 4481 INT,EW 5592 INT,EW 4686 INT,EW 4340 INT
O,437.28,599.35,130.1,911.5,0,152.35,368.28,0,1947.5,4.03,3.29,2.65,4.14,3.79,4.27,0,0,0,5.06,336.46,563.66,44.22,941.54,0,95.44,415.82,0,1973.87,504.71,468.59,52.62,981.33,0,104,373.98,2079.91
O,650.01,147.51,0,182.83,53.96,50.65,235.67,437.12,2847.07,3.86,3.19,6.56,3.28,1.96,2.15,2.06,0,6.25,8.62,612.33,147.67,940.18,211.1,20.46,6.52,152.85,100.81,2444.63,793.61,112.62,880.2,188.48,27.12,30.28,159.05,2374.06
O,483.74,493.37,463.09,685.63,50.46,222.07,557.45,51.33,1442.36,1.96,2.84,2.05,3.34,2.02,2.89,1.27,0,0.99,4.74,458.7,473.06,427.66,726.01,23.15,240.74,318.59,35.02,1431.45,447.73,470.04,423.31,646.83,31.8,206.12,685.77,1648.88
O,682.89,324.85,675.62,366.11,74.9,131.06,469.59,130.36,2354.79,1.68,2.85,1.88,2.44,0.95,1.67,0.86,1.04,0.64,5.55,777.36,457.16,736.83,378.16,67.34,114.93,419.64,126.92,2600.47,846.54,479.95,783.16,367.44,64.78,126.44,399.13,2804.85
O,940.03,162.6,833.21,193.87,108.45,78.94,260.23,223.88,1881.15,2.82,2.7,2.64,2.63,1.74,1.81,1.77,1.35,1.49,4.73,1022.93,160.17,821.05,129.71,31.62,66.71,172.86,201.29,2012.83,999.26,143.08,840.75,145.41,69.86,73.82,197.02,2282.01
O,674.57,501.71,225,710.02,0,199.96,450.65,0,2036.8,2.77,2.66,1.39,3.38,2.33,3.28,0,0,0,4.7,697.75,494.67,173.1,586.8,0,168.39,324.72,0,2087.71,664.91,479.62,209.14,626.3,0,180.82,438.3,2259.08
O,864.33,282.4,940.47,310.58,66.18,116.38,379.07,433.94,2482.7,3.78,3.54,3.87,3.64,2.71,2.54,1.48,0.92,7.15,6.5,880.19,310.27,848.01,179.75,51.77,80.03,358.45,80.87,2270.5,924.41,312.58,854.26,285.95,34.37,98.81,342.45,2360.67
O,863.5,599.18,687.27,657.68,62.7,184.34,644.45,74.87,2513.65,5.03,4.87,4.43,4.91,3.57,3.62,2.6,0.21,1.95,7.37,930.43,657.98,469.46,629.42,25.7,79.44,752.72,132.99,2674.05,751.26,636.98,508.45,648.95,16.09,161.03,585.4,2582.09
O,1262.82,332.52,788.71,587.76,0,274.32,396.68,480.92,1708.7,5.63,4.31,4.09,6.05,4.36,4.34,0,0,5.57,5.33,581.91,229.24,397.55,500.61,0,185.48,372.41,301.22,1618.73,1002.69,292.47,485.18,517.45,0,232.8,327.38,1835.83
O,752.98,613.66,491.81,842.46,89.82,247.95,820.19,105.53,2273.18,1.56,2.63,1.29,3.02,1.22,2.09,0.96,0,0.74,4.84,780.62,707.06,450.86,991.26,110.2,226.47,954.58,60.06,2458.44,773.32,710.63,465.88,1076.17,108.97,251.41,967,2688.2
O,829.51,219.67,848.49,427.99,124.5,121.29,512.8,173.81,2575.42,2.55,2.67,2.65,3.75,2.17,2.17,1.91,0.94,1.41,5.89,876.2,240.3,774.93,444.19,121.56,123.14,491.31,150.66,2738.35,855.83,223.52,750.13,428.37,107.3,123.19,467.86,2929.38
O,1343.63,822.76,665.66,1349.11,92.17,298.69,1164.27,14.68,2507.45,8.64,6.03,6.06,7.75,5.49,5.97,3.83,0,0.52,7.17,664.48,769.95,168.17,925.14,46.52,199.9,1041.11,17.34,2468.92,854.02,720.34,373.05,1048.45,1.38,253.15,955.23,2243.3
O,900.81,548.96,488.89,739.48,43.85,214,544.83,0,2816.46,6.14,5.43,4.38,5.75,4.89,4.34,1.78,0,0,10.31,834.1,339.55,217.51,781.97,38.48,189.65,481.59,0,2768.42,748.22,371.01,248.82,754.7,10.85,161.25,333,2549.68
O,437.38,234.61,265.03,1311.98,9.25,635.48,0,0,2217.32,3.4,2.54,2,12.04,7.93,0,0.33,0,0,9.49,459.04,161.76,76.23,98.64,0.4,374.52,0,0,966.33,393.33,169.38,232.69,397.32,1.9,447.65,0,1226.22
O,1103.22,303,779.65,508.06,100.57,209.73,405.33,622.71,1998.31,4.02,3.63,3.4,4.64,3.17,2.73,2.51,0.84,8.29,5.66,1136,342.63,539.02,472.75,2.22,179.87,358.45,22.95,1998.54,1176.16,345.01,561.96,500.7,36.23,190.06,371.22,2090.38
O,900.08,564.05,536.84,938.23,58.02,203.05,643.46,32.8,2078.09,4.94,4.84,3.73,6.35,2.23,7.2,2.29,0,1.22,6.86,957.13,541.93,452.99,798.65,23.15,198.62,111.18,8.58,2054.67,884.69,524.78,476.45,859.73,24.58,287.67,261.42,2027.2
O,571.75,676.94,334.01,436.89,0,232.61,0,125.95,1396.28,2.95,8.55,1.98,4.3,1.9,0,0,0,1.44,6.46,598.64,567.29,209.41,381.2,0,214.79,0,156.11,1521.89,654.9,476.21,408.97,454.78,0,204.58,0,1657.59
O,714.98,571.44,419.81,724.84,50.34,191.76,346.41,0,2010.15,2.89,3.01,2.45,3.31,2.1,1.83,1.75,0,0,4.82,742.78,683.03,260.24,675.13,56.43,178.4,276.16,0,2025.86,693.56,782.33,280.11,666.92,0,177.1,296.08,2252.9
O,262.03,637,68.79,838.25,0,99.73,460.29,0,1650.47,2.26,2.96,1.64,3.42,2.57,3.09,0,0,0,4.33,264.96,692.9,36.14,827.88,0,52.04,548.7,0,1794.43,243.58,655.1,37.06,784.85,3.37,85.38,511.36,1922.9
O,588.03,713.3,196.54,906.02,0,214.4,382.04,0,1833.27,2.84,3.23,1.85,3.56,2.43,2.8,0,0,0,4.51,639.54,784.49,83.82,932.25,0,203,508.28,0,2081.39,613.83,785.09,132.21,856.64,4.71,183.32,448.03,2228.57
O,819.58,585.68,619.55,663.33,73.92,237.17,682.89,150.06,1983.04,1.98,3.14,1.78,2.86,1.54,2.04,1.19,1.04,1.06,4.62,856.06,713.12,540.36,666.95,12.42,234.29,733.01,3.59,2256.13,834.18,929.6,497.78,684.07,39.45,238.57,690.29,2357.99
O,1248.18,744.43,456.98,1230.85,0,304.94,775.47,0,2202.44,8.52,5.81,5.51,7.67,6.23,7.28,0,0,0,6.73,417.62,700.23,108.25,1050.6,0,287.52,916.71,0,2214.1,740.56,603.77,250.72,956.54,0,241.86,505.74,1913.57
O,428.21,354.33,515.85,519.74,36.28,130.08,594.45,76.09,1974.75,1.64,2.72,1.97,3.26,1.15,2.41,0.73,0,0.83,6.21,421.36,453.62,392.87,537,21.85,143.49,595.97,7.7,1980.18,429.77,411.72,365.58,549.5,20.9,133.67,645.17,2180.26
O,774.2,665.06,368.66,790.93,0,109.05,571.78,0,2301.38,8.11,5.74,5.49,6.28,4.39,4.44,0,0,0,7.97,500.27,545.11,198.06,661.47,0,20.27,542.04,0,2099.41,531.49,500.58,224.99,562.23,0,76.55,515.15,2142.7
O,818.37,578.91,566.28,847.64,29.1,215.2,814.82,19.72,2304.91,3.91,3.72,3.21,4.76,3.2,3.82,0.84,0,0.57,5.76,740.75,552.01,350.29,831.19,27.11,172.1,847.1,14.48,2376.59,706.14,651.22,357.69,839.91,12.29,215.04,802.84,2202.98
O,458.7,652.74,251.7,705.12,33.61,22.01,0,0,1500.28,3.47,3.39,2.89,3.93,0.91,0,1.22,0.28,0,4.68,319.29,607.12,216.08,600.31,33.67,1.54,0,0,1363.16,446.01,570.97,141.39,648.06,5.73,12.58,0,1430.2
O,738.79,105.98,755.38,315.95,120.63,125.78,404.51,100.14,2442.61,3.33,2.09,3.86,4.04,2.02,3.4,3.7,0,1.12,7.7,880.98,128.37,561.49,368.72,97.97,95.7,369.84,29.11,2457.89,932.13,85.51,654.62,413.02,92.11,117.31,395.6,2505.96
O,543.98,510.52,440.69,860.85,77.68,139.52,0,0,1372.58,2.3,2.41,1.75,3.44,1.47,0,1.19,0,0,5.43,553.76,509.5,410.48,877.59,72.15,153.27,0,0,1544.96,572.23,476.57,389.37,975.83,64.17,126.76,0,1629.35
O,626.27,404.2,587.33,547.41,65.01,135.01,500.84,106.59,2459.35,2.24,3.53,2.45,4.03,1.3,2.48,1.31,0,1.03,6.64,772.14,526.03,595.79,597.26,37.11,150.82,546.06,31.77,2386.53,941.24,414.12,631.36,597.62,67.34,167.2,553.82,2325.22
O,1043.69,297.7,690.22,530.32,106.86,247.24,505.27,854.33,1800.31,3.09,2.83,2.46,3.64,2.64,2.63,2.17,0,11.11,4.54,1073.35,337.66,461.57,566.7,24.27,250.01,581.3,1011.24,2003.44,1051.69,302.03,520.18,592.01,63.74,240.04,554.71,2209.68
O,700.17,585.42,292.29,932.47,0,258.4,697.41,0,2298.11,4.3,3.73,2.96,4.99,3.56,4.96,0,0,0,6.38,792.91,540.2,69.55,977.76,0,244.8,732.41,0,2093.32,753.62,525.21,129.87,968.01,0,253.93,670.33,2030.19
O,1119.87,404.81,693.13,594.29,37.84,309.33,384.39,134.52,2034.23,4.56,3.44,3.44,4.2,3.56,2.98,1.16,0,2.24,5.59,854.72,438.75,375.64,532.63,25.58,286.08,371.11,7.64,2061.7,773.04,364.97,464.3,529.72,4.25,280.11,397.12,2147.61
O,438.3,243.06,363.28,3.72,48.71,6.22,172.75,0,5602.28,3.92,6.19,3.73,0.37,0.4,2.48,1.82,1.53,0,18.48,437.42,126.35,421.98,27.33,28.25,27.23,72.59,0,2750.57,365.09,130.41,383.3,251.41,22.88,0,57.92,2556.44
O,834.41,230.91,792.95,349.62,94.99,169.36,437.18,115.09,2348.62,2.57,2.75,2.48,3.27,2.45,2.32,1.48,0.64,1.47,5.47,789.35,297.08,673.74,222.21,103.28,91.95,478.13,31.8,2926.92,825.96,219.39,649.04,324.9,102.55,145.76,426.31,2738.16
O,714.85,711.26,284.47,1077.88,21.13,162.95,588.15,5.08,2311.86,5.56,5.05,3.19,6.15,4.07,4.37,1.03,0,0.17,6.74,548.2,701.1,153.28,901.8,13.96,125.54,484.03,1.11,2291.82,588.19,577.37,200.75,875.5,1.82,115.84,372.9,2274.24
O,1266.9,281.57,906.51,488.83,111.03,193.35,481.62,645.96,1865,5.08,3.38,4.09,4.39,3.32,3.56,2.95,0,8.52,5.53,1134.19,320.59,671.37,468.2,49.26,212.24,374.28,184.35,1745.99,1043.59,280.19,659,392.82,65.46,217.24,424.34,1865.27
O,808.54,365.29,774.65,543.23,48.47,161.59,598.04,0,2849.91,3.47,3.73,3.06,4.47,3.32,3.4,1.2,0,0,6.81,784.6,386.82,641.06,323,16.2,125.29,135.87,0,2306.23,794.02,260.49,593.19,425.34,37.55,71.99,486.7,3140.13
O,1052.3,1121.79,368.17,1812.34,0,118.26,1231.31,0,2721.65,13.24,10.67,8.13,13.19,3.18,10.58,0,0,0,9.6,573.36,686.3,89.39,903.9,0,109.3,777.31,0,1875.84,570.99,612.83,80.94,979.53,0,95.12,676.74,1942.06
O,1066.64,416.31,712.77,636.1,96.22,242.57,569.47,163.02,1813.29,2.27,2.21,1.73,2.71,1.56,2.25,1.27,0.12,1.01,3.99,1113.76,510.62,651.74,667.69,82.05,248.09,621.07,161.28,2033.25,1051.17,545.63,631.87,656.64,80.53,240.95,591.72,2221.18
O,1294.62,183.4,877.7,333.34,90.55,160.71,0,409.78,0,3.57,2.15,2.61,2.95,2.25,0,1.84,0,1.86,3.42,1184.44,218.44,572.56,306.41,53.72,66.02,0,154.25,1411.97,1109.84,141.11,620.54,236.77,39.23,122.14,0,1521.35
O,763.08,735.78,228.72,1216.5,0,229.89,0,0,2041.07,7.66,5.94,4.49,8.17,5.16,0,0,0,0,6.67,507.79,370.32,12.77,1022.25,0,193.08,0,0,1947.27,503.84,504.37,40.96,822,0,157.41,0,1812.77
O,271.1,1804.56,61.25,2579.13,0,59.65,2223.7,0,1144.24,2.38,10.57,0.88,13.49,1.43,11.46,0,0,0,4.16,149.72,109.16,58.39,143.58,0,69.95,241.97,0,1013.96,268.58,774.54,44.98,874.57,0,18.4,806.84,919.85
O,0,0,162.91,0,0,0,0,0,252.74,0,0,2.2,0,0,0,0,0,0,2.84,0,0,154.57,0,0,0,0,0,274.88,0,0,1.12,0,0,15.25,232.81,0
O,580.38,727.75,255.01,1038.44,47.87,135.65,841.26,0,1988.85,1.84,2.57,1.31,3.28,1.64,2.67,1.12,0,0,4.11,655.71,649.7,273.18,1053.83,7.47,145.34,993.52,0,1935.81,596.12,670.88,204.59,1024.45,12.03,80.18,956.53,1758.94
O,387.74,664.8,73.08,861.17,21.94,79.2,545.49,0,1917.38,3.11,3.25,1.29,3.67,1.99,2.96,1.24,0,0,4.79,414.33,710.42,66.79,828.92,19.76,34.98,711.96,0,1977.67,384.37,694.47,60.78,792.69,9.3,58.34,598.98,2156.73
O,2345.52,627.33,827.06,426.08,0,0,0,0,561.62,10.49,2.68,7.12,2.44,0,0,0,0.13,0,3.06,1507.4,642,132.83,364.72,0,0,0,0,655.89,1507.92,0,0,0,0,0,1396.73,0
O,815.59,412.21,397.29,596.17,0,240.07,541.86,105.84,1937.16,2.56,2.56,1.42,3.05,1.76,2.62,0,0,1.03,4.64,869.11,493.25,281.07,628.87,0,193.48,638.53,84.73,1804.34,908.22,401.53,329.46,622.49,8.25,227.73,534.08,1949.4
O,1079.78,641.2,573.21,825.16,0,276.86,747.2,3.87,2099.8,5.75,4.41,3.89,5.1,4.32,5.08,0,0,0.1,6.01,1017.23,645.87,368.45,480.54,0,243.24,478.45,30.25,2077.67,791.12,563.08,401.79,594.34,0,231.72,550.56,2264.37
O,151.6,646.55,0,851.71,0,0,221.9,0,1777.71,3.05,4.05,0,4.57,0,2.31,0,0,0,5.43,130.85,693.7,0,657.39,0,0,93.46,0,1927.9,127.97,571.19,0,673.02,0,0,132.32,1465.98
O,1453.29,135.48,1077.42,295.61,101.69,113.57,100.79,834.54,1693.45,4.1,3.04,3.52,4.45,4.08,1.88,2.41,0.6,7.85,4.32,1226.51,107.79,608.18,231.74,25.3,91.79,49.75,571.15,1894.19,1190.04,107.61,686.18,244.98,52.59,106.34,9.2,2050.63
O,1170.93,8.51,813.83,302.68,89.4,185.68,261.83,256.52,1702.58,3.97,0.79,3.17,3.56,2.76,2.43,2.54,1.29,2.31,4.79,1253.54,48.04,845.12,290.15,62,169.61,203.85,182.45,1764.87,1226.46,275.74,857.77,296.07,75.13,166.26,202.26,1850.05
O,1071.07,510.47,0,707.94,68.11,326.68,601.12,158.49,1740.13,2.31,2.42,1.67,2.71,1.65,2.37,1.15,0.86,1.06,3.85,1083.76,629.88,657.47,754.61,63.47,331.5,324.62,147.86,1950.52,1072.23,685.58,658.72,785.39,54.69,315.57,365.27,2127.86
O,534.92,486.8,414.93,675.64,53.26,95.61,271.48,0,1919.62,1.89,3.06,1.9,3.46,1.14,2.67,1.09,0.27,0,6.31,566.34,591.85,451.59,754.04,65.04,85.53,308.94,0,2060.34,579.11,543.16,447.47,831.41,50.83,90.77,260.27,2116.83
O,753.41,338.94,971.18,431.64,92.13,101.86,506.06,0,2962.3,3.94,4.35,4.1,4.43,2.82,3.09,2.76,2.06,0,7.57,803.72,275.61,962.38,402.5,24.17,75.58,402.3,0,2813.71,830.88,243.31,980.53,427.14,55.39,95.75,451.76,2872.63
O,1034.36,378.74,776.83,555.06,116.52,275.86,437.98,677.87,2019.02,3.48,2.86,3.08,3.32,2.57,2.73,2.74,0.75,12.03,5.25,856.07,390.04,854.3,583.81,89,271.56,507.65,1183.44,2255.14,1048.59,430.95,829.14,634.64,109.03,287.11,491.2,2421.63
O,539.57,212.91,467.88,0,63.26,86.09,404.01,142.96,2830.46,1.24,2.3,1.26,7.31,0.63,1.34,0.53,0.4,0.5,7.48,586.99,212.87,521.02,206.5,48.1,78.41,365.35,106.63,2873.02,564.29,208.41,686.61,399.91,55.45,83.43,345.3,2848.58
O,0,0,0,550.23,0,0,599.99,0,0,0,0,0,6.34,0,4.26,0,0,0,0,0,0,0,591.07,0,0,506.4,0,0,0,0,11.17,0,0.61,3.98,1.37,0
O,0,0,296.1,0,372.76,0,0,0,221.57,0,0,4.47,0,0,0,5.86,0,0,3.05,0,0,253.6,0,189.08,0,0,0,227.66,0,0,21.91,0,0,0,2.75,0
O,1421.39,734.32,928.05,1241.7,0,197.49,1007.66,0,3058.84,11.94,8.42,8.19,11.21,6.2,8.06,0,0,0,9.89,889.19,712.63,32.81,386.82,0,181.34,738.88,0,2224.31,813.95,560.1,347.65,721.26,0,154.37,788.02,2253.67
O,626.64,88.67,847.99,227.27,78.12,45.45,307.66,90.21,3432.25,2.92,2.28,3.28,3.74,1.64,2.08,1.94,0,1.4,8.25,634.08,102.27,734.07,220.81,33.25,20.35,298.79,188.18,3187.72,717.94,75.91,739.53,231.2,37.55,32.05,278.68,3385.31
O,334.34,539.89,507,729.76,0,0,0,87.53,1116.43,2.16,4.21,2.36,5.04,0,0,0,0,1.15,4.98,298.86,552.27,374.16,737.28,0,0,0,100.15,928.48,300.65,591.37,325.5,734.13,0,0.56,0,1035.36
O,682.65,532.01,473.41,699.91,66.64,208.82,661.16,64.14,2180.67,1.88,2.55,1.69,2.9,1.4,2.47,1.37,0,1.03,5.1,777.97,556.02,530.96,749.85,57.63,196.7,836.64,9.7,2320.24,834.96,591.35,641.56,773.91,80.36,211.73,904.2,2424.62
O,604.45,606.94,384.31,830.32,53.15,150.4,705.24,32.04,2027.22,1.97,2.94,1.8,3.36,1.68,2.66,1.26,1.12,0.75,4.69,603.44,606.41,390.14,928.93,37.82,128.63,886.05,34.84,2162.2,621.8,677.22,348.79,884.07,44.55,149.18,938.97,2357.48
O,1071.74,646.94,875.58,865.39,108.3,163.14,890.93,172.74,2113.81,3.57,3.89,3.16,4.37,2.88,3.28,2.5,0,2.35,5.24,1102.52,667.6,602.86,860.46,38.64,138.49,663.27,44.14,1955.44,1006.3,593.43,621.13,879.36,61.81,117.1,676.63,2029.02
O,693.22,715.74,441.75,902.23,51.67,221.65,851.59,62.22,2142.43,2.07,3.26,1.7,3.61,1.67,2.77,1.01,0,0.91,4.97,766.1,763.25,413.47,965.75,39.49,245.7,949.96,67.49,2318.31,797.04,760.11,407.97,1046.25,36.04,239.38,990.66,2417.22
O,2650.08,492.37,1219.07,617.47,0,34.37,0,178.68,1678.2,6.27,3.07,3.77,3.86,2.32,0,0,0,2.73,4.19,2423.9,601.62,682.43,674.08,0,30.38,0,156.8,1687.71,2315.18,531.69,1200.97,700.73,0,0,0,1607.98
O,1037.21,298.61,625.9,372.68,28.67,235.38,196.6,185.18,1567.19,3,2.22,2.13,2.43,1.82,2.12,0.97,0,1.37,4.36,1179.65,307.67,704.92,402.44,29.2,226.63,192.89,176.58,1612.34,1237.73,335.81,732.2,446.91,29.58,221.93,183.46,1727.47
O,645.66,440.9,516.22,643.07,55.63,160.77,625.32,90.93,2356.31,1.68,2.61,1.59,3.17,1.1,2.13,0.82,0,0.71,5.56,737.94,474.03,564.59,715.24,57.3,142.83,655.5,89.84,2298.5,813.95,461.95,605.85,712.04,49.52,171.66,741.53,2449.94
O,25.84,239.48,370.27,458.69,0,77.04,440.65,300.76,1335.61,0.96,4.66,3.19,6.88,3.89,4.41,0,0,6.99,13.25,33.08,79.18,214.3,444.63,0,29.28,71.35,172.55,559.85,22.32,201.94,310.51,361.58,5.4,59.63,235.95,790.27
O,830.87,834.98,521.52,847.34,0,69.84,864.38,0,2560.88,6.75,5.87,4.67,6.31,2.61,5.03,0,0,0,7.51,609.17,926.38,252.36,657.68,0,15.46,902.8,0,2265.14,635.01,884.47,339.69,802.16,0,34.69,767.3,2119.26
O,669.85,883.2,229.54,1028.37,68.98,37.97,0,0,1635.02,6.99,4.57,5.17,5.11,2.47,0,3.74,0.07,0,5.11,596.99,785.03,123.86,869.66,68.02,11.9,0,0,1661.69,484.9,804.54,166.98,818.38,52.73,0,0,1627.13
O,1346.44,215.22,1024.95,274.36,0,47.2,255.72,270.45,2678.5,9.02,6.13,6.47,7.28,4.15,4.43,5.92,0,4.76,9.06,1009.75,301.83,851.12,197.79,901.89,47.13,19.28,104.15,2047.78,1025.69,230.03,880.16,183.23,879.61,11.29,100.73,2158.96
O,556.68,461.9,1053.91,382.99,39.6,119.4,515.45,122.7,2568.85,1.95,4.44,5.26,3.14,1.12,2.42,0.67,0,0.87,6.78,696.96,657.96,847.47,473.16,38.54,117.15,508.04,153.84,1652.18,964.34,837.01,851.64,515.6,35.24,111.01,588.93,1722.07
O,671.86,703.12,368.29,885.63,47.17,176.11,726.87,19.76,2043.97,2.81,3.81,2.19,4.24,2.08,3.33,1.45,0,0.84,5.31,805.3,768.89,315.14,899.54,37.68,182.84,934.86,26.89,2047.67,807.99,859.93,340.42,867.39,11.08,169.71,831.81,2139.34
O,675.81,729.55,375.98,884.21,50.27,176.01,684.47,17.49,2073.49,3.03,4.08,2.31,4.28,2.23,3.29,2.11,0.37,0.81,5.37,732.15,818.32,311.49,832.67,21.29,176.58,801.16,30.35,2170,790.05,837.17,336.78,847.39,19.51,211.52,750.7,2208.35
O,138.86,608.09,0,831.88,0,0,0,0,1508.96,4.39,3.66,0,4.5,0.23,0,0,0,0,4.89,145.06,651.77,0,746.81,0,9.38,0,0,1481.4,126.64,578.13,0.88,713.31,0,0,0,1432.81
O,638.73,522.37,416.79,669.22,33.31,181.15,193.99,0,1920.86,3.02,2.9,2.92,3.19,1.93,2.6,1.35,0,0,5.16,562.71,597.04,369.28,616.26,9.71,146.36,160.59,0,1986.29,360.29,653.44,392.55,646.43,9.73,141.77,155.25,1932.05
O,716.1,599.82,415.37,794.62,49.56,211.78,622.43,9.63,1970.2,2.27,2.69,1.85,3.06,1.68,2.64,1.17,0,0.52,4.59,797.56,676.17,415.63,841.64,0.29,185.44,812.92,3.51,2157.35,761.83,721.71,419.25,811.67,31.93,178.72,572.01,2306.97
O,756.74,556.71,504.29,751.99,49.81,188.86,182.08,0,1961.62,3.94,3.63,3.25,4.19,3.1,2.45,1.99,0,0,5.21,705.38,594.92,395.36,570.76,14.28,194.71,294.87,0,2036.89,771.29,589.6,365.22,750.05,0,153.14,154.43,2071.92
O,461.73,421.69,0,437.07,22.49,153.59,291.41,74.29,2877.07,2,3.49,10.54,2.93,1.43,2.08,0.8,0,0.78,9.4,453.48,497.3,13.56,507.65,1.41,140.51,469.32,36.96,2450.3,489.33,599.63,536.01,734.44,13.83,143.75,376.03,2464.68
O,165.34,342.04,0,0,0,0,0,0,616.79,5.45,4.66,0,0,0,0,0,0,0,4.97,156.95,216.59,0,0,0,0,0,0,626.85,72.99,280.67,0,0,0,0,0,572.02
O,363.74,704.85,197.43,953.67,24.8,50.24,606.41,0,1927.19,3.83,3.84,3.02,4.34,2.45,3.46,1.59,0,0,5.07,396.63,779.5,127.78,928.6,33.84,15.25,634.86,0,2016.6,425.39,723.91,119.77,898.83,1.98,22.1,619.02,2081.78
O,900.18,231.4,651.06,310.77,52.31,146.1,0,240.91,1150.58,3.71,2.93,2.6,3.63,2.52,0,1.67,0.67,1.54,3.97,993.01,293.28,586.73,266.5,29.85,111.35,0,195.36,1234.39,1012.02,249.82,641.99,262.96,38.06,128.2,0,1467.44
O,894.47,583.36,503.16,779.65,57.58,273.61,602.16,82.02,1833.63,2.23,2.55,1.67,2.96,1.68,2.41,1.19,0,1.01,4.15,836,688.89,514.29,797.06,43.89,253.77,435.93,94.32,1946.97,976.34,696.15,481.81,793.33,50.65,255.04,692.84,2162.18
O,959.9,336.79,677.22,411.34,69.95,210.08,430.84,170.76,1710.47,2.21,2.49,1.9,2.52,1.6,1.94,1.03,0.75,1.08,4.06,993.1,430.61,664.74,398.12,45.38,200.07,468.88,147.86,1874.91,986.06,413.79,670.5,378.98,50.28,199.28,438.28,2093.47
O,283.61,689.66,80.5,961.79,0,79.08,490.67,0,1824.23,2.43,2.99,1.82,3.49,1.9,3.12,0,0,0,4.39,344.45,741.68,5.84,951.02,0,55.81,726.38,0,1966.34,267.95,728.64,62.17,903.23,1.81,78.99,532.37,2030.8
O,575.29,583.79,549.62,633.37,51.41,108.79,591.33,85.42,2432.71,2.53,4.73,2.59,4.35,1.41,2.77,1.43,0,1.1,7.17,657.59,753.82,465.57,646.31,10.43,118.07,645.17,14.3,2404.23,921.44,647.05,595.32,660.89,31.61,88.31,622.67,2290.26
O,615.27,597.73,291.59,828.16,18.11,205.96,0,0,1755.1,3.92,3.19,3.25,4.07,3.32,0,0.93,0,0,4.85,552.1,552.95,229.37,707.97,26.08,145.68,0,0,1845.07,640.2,595.43,217.46,747.53,0,170.08,0,1865.21
O,845.3,239.55,635.14,263.21,59.49,111.9,348.78,163.64,1898.85,2.4,2.45,2.2,2.46,1.13,1.79,0.92,0.75,0.98,5.23,983.8,327.68,686.09,227.82,68.78,74.07,311.61,136.72,1817.54,1106.07,359.18,795.25,272.13,63.13,96.22,306.17,1969.24
O,1040.85,418.7,693.95,523.22,71.42,183.57,76.41,54.56,1822.87,4.06,3.12,3.18,3.4,2.67,1.65,2.51,0,1.81,5.02,1038.49,453.03,602.93,431.84,4.09,154.22,81.4,166.03,1932.37,1007.86,495.84,618.86,447.99,28.63,152.79,109.03,2031.26
O,976.13,504.11,740.07,614.75,37.12,217.31,604.62,90.18,2101.82,3.69,3.33,3.79,3.54,1.81,3.94,1.01,0,1.4,5.4,1004.55,646.96,422.73,636.1,16.5,205.94,602.64,15.12,1860.27,1009.39,641.64,514.86,648.78,6.47,253.62,547.31,1909.63
O,817.33,624.33,422.64,987.25,15.22,234.76,829.01,0,2238.53,4.93,4.04,3.55,5.5,4.01,4.35,0.35,0,0,5.87,761.93,584.11,172.31,985.87,11.35,119.44,962.45,0,1633.98,692.3,492.03,318.45,890.88,0.14,216.6,596.03,1895.23
O,26.2,89.91,402.57,619.7,0,0,0,0,1990.26,0.8,1.36,6.47,6.69,0,0,0,0,0,8.2,36.55,90.63,43.54,118.94,0,0,0,0,1141.3,10.45,79.1,3.99,338.31,0,0.54,0,1396.02
O,0,1205.4,217.59,0,0,117.31,141.66,0,3401.14,30.02,16.94,4.24,27.49,5.01,3.28,0,0,0,15.97,3311.67,353.29,108.28,307.89,0,71.43,107.54,0,1891.9,6.15,0,93.87,0,0,13.74,0,0
O,890.49,466.45,560.36,778.75,40.03,282.53,673.32,0,2256.21,3.93,3.23,2.97,4.45,3.53,3.68,0.98,0,0,5.59,829.86,372.31,295.43,879.12,16.45,260.09,801.32,0,2025.33,827.56,385.26,373.73,774.47,0,229.43,689.88,2254.84
O,63.75,751.04,0,1279.03,0,0,0,0,2082.07,2.39,4.9,0,6.79,0,0,0,0,0,5.83,114.55,289.7,0,799.59,0,0,0,0,1673.32,0,369.29,0,1044.72,0,0,0,1598.33
O,429.24,612.85,125.63,966.84,20.57,174.57,578.64,0,1879.01,2.11,2.59,1.44,3.39,2.08,3.14,0.4,0,0,4.22,456.56,437.17,65.93,933.68,0.31,127.63,719.23,0,1460.84,439.09,444.73,45.16,961.32,17.66,152.62,604.19,1867.38
O,578.25,505.72,411.24,826.75,0,198.25,682.24,0,2215.46,4.3,3.78,3.8,5.2,3.68,3.77,0,0,0,6.12,656.58,563.22,274.7,885.15,0,186.22,764.09,0,2248.86,626.96,535.67,220.02,874.14,0,153.32,778.8,2161.22
